,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
0,Free Trip to Egypt,2019,Not Rated,31 May 2019,98 min,"Documentary, Adventure, Comedy, Drama",Ingrid Serban,N/A,"Katie Appeldorn, Jenna Day, Ellen Decker, Terry Decker",A feature length documentary film following one man's search for random Americans concerned about an Islamic threat and offering them a free trip to Egypt.,English,"Switzerland, Egypt, USA",N/A,https://m.media-amazon.com/images/M/MV5BZTk0YzBlNmMtYzg1MC00YzgwLThjOWEtNTQ5YjNmZjk5MGZlXkEyXkFqcGdeQXVyNzI1MjA2NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}]",N/A,7.8,26,tt8973144,movie,N/A,N/A,N/A,N/A,True,
0,The Bounty Killer,1965,Approved,31 Jul 1965,92 min,Western,Spencer Gordon Bennet,"Ruth Alexander, Leo Gordon","Dan Duryea, Rod Cameron, Audrey Dalton, Richard Arlen",A tenderfoot becomes a bounty hunter in the hopes of making a better future for himself and his new love.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODFiZGI3NzEtNzhjOS00YjdkLTliNWYtM2MxN2Y4NGIxMTQ5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,299,tt0058988,movie,N/A,N/A,Premiere Productions,N/A,True,
0,The Queen,2006,PG-13,17 Nov 2006,103 min,"Biography, Drama, History",Stephen Frears,Peter Morgan,"Helen Mirren, James Cromwell, Alex Jennings, Roger Allam","After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.","English, German, French","UK, USA, France, Italy",Won 1 Oscar. Another 94 wins & 95 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ3NTMxODg1Ml5BMl5BanBnXkFtZTcwMjEyMjczMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.3,"99,129",tt0436697,movie,24 Apr 2007,"$56,222,759",Miramax Films,N/A,True,
0,The Raft,2018,N/A,05 Sep 2018,97 min,Documentary,Marcus Lindeen,Marcus Lindeen,"Daniel Giménez Cacho, Maria Björnstam, Mary Gidley, Rachida Lièvre","In 1973, five men and six women drifted across the Atlantic on a raft as part of a scientific experiment studying the sociology of violence, aggression and sexual attraction in human ...","English, French, German, Japanese, Swedish, Spanish","Sweden, Denmark, USA, Germany",N/A,https://m.media-amazon.com/images/M/MV5BYWIyZTY3OWUtODU2NS00MmFhLWFlMDItZjViODY0Nzg0ODYzXkEyXkFqcGdeQXVyMjA4NzA2NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.9,222,tt8116574,movie,N/A,N/A,Metrograph Pictures,N/A,True,
0,High on the Hog,2017,APPROVED,01 Oct 2017,85 min,"Action, Crime, Drama, Thriller",Tony Wash,"Andy Golub, Kevin C. Lockhart, Jeremy Silva, Tony Wash","Sid Haig, Joe Estevez, Robert Z'Dar, Fiona Domenica","With a potent strain of pot sweeping the City, DTA agents attempt to infiltrate a small town farming operation that has a strong leader and interesting family members.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODhmY2JiYWQtNTE2MS00YTI0LWE0ZjctZmJlMDM4ZjU0MThlXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,26,tt2386668,movie,N/A,N/A,N/A,N/A,True,
0,The Proposal,2009,PG-13,19 Jun 2009,108 min,"Comedy, Drama, Romance",Anne Fletcher,Peter Chiarelli,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,English,USA,Nominated for 1 Golden Globe. Another 7 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BOGM5YTNiYzktNmEwZC00ZjE5LWIyNzEtOTUwNDE0NmVkYzE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.7,"277,145",tt1041829,movie,13 Oct 2009,"$163,900,057",Walt Disney Pictures,N/A,True,
0,The Cave,2005,PG-13,26 Aug 2005,97 min,"Action, Adventure, Horror, Sci-Fi, Thriller",Bruce Hunt,"Michael Steinberg, Tegan West","Cole Hauser, Eddie Cibrian, Morris Chestnut, Lena Headey",Bloodthirsty creatures await a pack of divers who become trapped in an underwater cave network.,"English, Romanian","USA, Germany, Romania",N/A,https://m.media-amazon.com/images/M/MV5BMTI4MTQ1NjQ2Ml5BMl5BanBnXkFtZTcwNTkzMTMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.1,"33,563",tt0402901,movie,03 Jan 2006,"$14,888,028",Screen Gems,N/A,True,
0,Celebration,2007,N/A,26 Feb 2007,42 min,Drama,John Crowley,Harold Pinter,"James Bolam, Janie Dee, Colin Firth, James Fox",N/A,English,Ireland,2 nominations.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,155,tt0833948,movie,N/A,N/A,N/A,N/A,True,
0,Carmine Street Guitars,2018,N/A,24 Apr 2019,80 min,"Documentary, Music",Ron Mann,Len Blum,"Eszter Balint, Christine Bougie, Nels Cline, Kirk Douglas",Five days in the life of fabled Greenwich Village guitar store Carmine Street Guitars.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BODNhY2Y2MmMtYjQyMi00MWMxLTlmNjMtODgyZDA3OGEwOTFlXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.3,125,tt7574126,movie,N/A,N/A,Abramorama,N/A,True,
0,Union,2018,N/A,02 Aug 2019,135 min,"Drama, History, War",Whitney Hamilton,Whitney Hamilton,"Virginia Newcomb, Cece Kelly, Jay Galloway, Marcelle LeBlanc","A woman disguises herself as her dead brother, Henry, in order to survive in the Confederate ranks during the Civil War. He marries a widow to rescue her from an arranged marriage. They keep each other's secrets and find true love.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTUwYjQ3YzUtZTVmNS00ZGVhLWE0MTYtN2Y3OGY4MTE5NDM0XkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",N/A,3.8,77,tt4325644,movie,N/A,N/A,N/A,N/A,True,
0,Slut in a Good Way,2018,R,29 Mar 2019,89 min,Comedy,Sophie Lorain,Catherine Léger,"Marguerite Bouchard, Romane Denis, Rose Adam, Alex Godbout","One tipsy evening, Charlotte, the recently heartbroken, Megan, the anti-love anarchist, and Aube, the shy romantic, stumble into the 'Toy Depot'. Charmed by the male employees, the girls ...",French,Canada,N/A,https://m.media-amazon.com/images/M/MV5BNDk4MmQ2ZWEtMTY0Yy00NjA4LTkzNWMtMTEzNWUxY2Q0OGM4XkEyXkFqcGdeQXVyMzcwMjcwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.9,217,tt7740284,movie,N/A,N/A,N/A,N/A,True,
0,Aniara,2018,R,17 May 2019,106 min,"Drama, Sci-Fi","Pella Kagerman, Hugo Lilja","Pella Kagerman, Hugo Lilja, Harry Martinson (poem)","Emelie Jonsson, Bianca Cruzeiro, Arvin Kananian, Anneli Martini","A spaceship carrying settlers to Mars is knocked off course, causing the consumption-obsessed passengers to consider their place in the universe.","Swedish, Spanish, English","Sweden, Denmark",N/A,https://m.media-amazon.com/images/M/MV5BMjUzMzk4NDMzNV5BMl5BanBnXkFtZTgwNjE5NDY1NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.3,"1,738",tt7589524,movie,17 May 2019,N/A,Magnet Releasing,N/A,True,
0,Midnight Traveler,2019,N/A,18 Sep 2019,90 min,"Documentary, War",Hassan Fazili,Emelie Coleman Mahdavian,"Hassan Fazili, Nargis Fazili, Zahra Fazili, Fatima Hossaini","When the Taliban puts a bounty on Afghan director Hassan Fazili's head, he is forced to flee with his wife and two young daughters. Capturing their uncertain journey, Fazili shows firsthand...","Arabic, English, Turkish, Bulgarian","USA, UK, Canada, Qatar",N/A,https://m.media-amazon.com/images/M/MV5BMzlhNDI4YmItODE5OS00OTdjLTliNGQtYjQ4NTcxNzI0NjIxXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.2,98,tt8923500,movie,N/A,N/A,Oscilloscope Laboratories,N/A,True,
0,Shed of the Dead,2019,R,20 May 2019,82 min,"Comedy, Horror",Drew Cullingham,Drew Cullingham,"Spencer Brown, Lauren Socha, Ewen MacIntosh, Emily Booth","A nerd spends his time at an allotment shed away from his wife. When the zombie apocalypse begins, he and his nerdy friend try to make it through and save the wife and her cute friend.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BY2JlYTk3OGUtMTJjMi00MmQ2LWJhMjUtODExOWM4YzFkZmUxXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,"1,871",tt3602422,movie,N/A,N/A,Indican Pictures,N/A,True,
0,Memory: The Origins of Alien,2019,N/A,04 Oct 2019,95 min,Documentary,Alexandre O. Philippe,Alexandre O. Philippe,"Bijan Aalam, Tim Boxell, Axelle Carolyn, Veronica Cartwright","The untold origin story behind Ridley Scott's Alien - rooted in Greek and Egyptian mythologies, underground comics, the art of Francis Bacon, and the dark visions of Dan O'Bannon and H.R. ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzZjZWZhOWUtMGFkMS00NGRhLThmN2EtNmZlMTRkOWRlMzQwXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.6,861,tt8974964,movie,04 Oct 2019,N/A,Screen Media,N/A,True,
0,The Quiet One,1948,N/A,N/A,65 min,"Documentary, Drama",Sidney Meyers,James Agee (commentary and dialogue),"Gary Merrill, Donald Thompson, Clarence Cooper, Sadie Stockton","A documentary account of the rehabilitation at the Wiltwyck School of an emotionally disturbed Black boy who is unwanted, misunderstood, and inwardly tortured.",English,USA,Nominated for 2 Oscars. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTkwMDg1ODExMV5BMl5BanBnXkFtZTgwNTQ3MTQxOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,171,tt0040717,movie,30 Oct 2007,N/A,Film Documents,N/A,True,
0,The Death of Dick Long,2019,R,27 Sep 2019,100 min,"Comedy, Crime, Drama",Daniel Scheinert,Billy Chew,"Michael Abbott Jr., Virginia Newcomb, Andre Hyland, Sarah Baker","Dick died last night, and Zeke and Earl don't want anybody finding out how. That's too bad though, cause news travels fast in small-town Alabama.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTQ3ZjZhZjAtNWRkNy00NWQ3LWJlMDgtMTExYmY5NTc0MWY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.3,"1,587",tt9356952,movie,08 Oct 2019,N/A,A24,N/A,True,
0,Our Time,2018,N/A,14 Jun 2019,177 min,Drama,Carlos Reygadas,N/A,"Natalia López, Phil Burgers, Carlos Reygadas, Maria Hagerman","A family lives in the Mexican countryside raising fighting bulls. Esther is in charge of running the ranch, while her husband Juan, a world-renowned poet, raises and selects the beasts. ...","Spanish, English",Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNmY5NjU0ZDAtYzFhMi00YTVhLTgyODgtNmMyZWJhYTUwMjI2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.9,902,tt5265964,movie,N/A,N/A,N/A,N/A,True,
0,Loro,2018,N/A,24 Apr 2018,104 min,"Biography, Drama",Paolo Sorrentino,"Paolo Sorrentino (story), Paolo Sorrentino (screenplay), Umberto Contarello (screenplay)","Toni Servillo, Elena Sofia Ricci, Riccardo Scamarcio, Kasia Smutniak",A film about the life of Silvio Berlusconi.,Italian,"Italy, France",N/A,https://m.media-amazon.com/images/M/MV5BYTAxNzU4ZjUtMTFkNy00MzM0LWExNmQtN2RjYTM0ZTExMGYzXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"4,264",tt6748466,movie,N/A,N/A,Indigo Film,N/A,True,
0,Killer Unicorn,2018,PG-13,06 Oct 2018,74 min,Horror,Drew Bolton,José D. Álvarez,"Dennis Budesheim, Alejandro La Rosa, Markus Kelle, Monica Garcia Bradley","Danny is your average Brooklyn party boy. This year, he and his friends couldn't be more excited about the upcoming ""Brooklyn Annual Enema Party;"" one of Brooklyn's biggest parties, the ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BN2I3MGMxNGQtNmRhYy00NGEwLWJlMmMtNGM1Nzg1OTgzMTNlXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]",N/A,3.5,93,tt6423998,movie,N/A,N/A,N/A,N/A,True,
0,Moonlight Sonata: Deafness in Three Movements,2019,N/A,N/A,90 min,N/A,Irene Taylor Brodsky,N/A,N/A,"Moonlight Sonata is a deeply personal memoir about a deaf boy growing up, his deaf grandfather growing old, and Beethoven the year he was blindsided by deafness and wrote his iconic sonata....",English,USA,N/A,N/A,"[{'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,N/A,N/A,tt9135318,movie,N/A,N/A,Abramorama,N/A,True,
0,An Acceptable Loss,2018,R,18 Jan 2019,102 min,"Drama, Thriller",Joe Chappelle,Joe Chappelle,"Tika Sumpter, Jamie Lee Curtis, Ben Tavassoli, Jeff Hephner",Libby teaches at a university but 4 years ago she was top aide to VP Rachel and was part of a total victory action. Rachel is now US president and worried about Libby keeping quiet. Libby also has a student spying on her.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTlmODY4MjQtZDUzNC00YWFhLWJjNTktYTMyYjY1OTVjOTc1XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.0,657,tt7049542,movie,N/A,N/A,N/A,N/A,True,
0,10E,2019,N/A,27 Sep 2019,N/A,Comedy,Vahik Pirhamzei,"Menua Minasian, Vahik Pirhamzei","Vahik Pirhamzei, Poema Oleas Mekhitarian, Karina Piliguian, Angelo Diona","A few years after her mother's passing, 17-year old Tennie's reputation at school takes a major hit before the prom. To further complicate the daily rigors of teenage life, her father, ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDQ1NDY2NTMtN2RiMi00ZTAyLTg0YzUtZTk1MDJmZTUwNWFjXkEyXkFqcGdeQXVyMjMxNjExMDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,13,tt10379006,movie,N/A,N/A,N/A,N/A,True,
0,Ága,2018,N/A,04 Sep 2019,96 min,Drama,Milko Lazarov,"Simeon Ventsislavov (screenplay), Milko Lazarov (screenplay)","Mikhail Aprosimov, Feodosia Ivanova, Sergei Egorov, Galina Tikhonova","In a yurt on the snow-covered fields of the North, Nanook and Sedna live following the traditions of their ancestors. Alone in the wilderness, they look like the last people on Earth. ...",Yakut,"Bulgaria, Germany, France",N/A,https://m.media-amazon.com/images/M/MV5BMTE5OTExNDAtYjU0ZC00NzdmLWI3NDMtMDc2OGM4NjM3MzVkXkEyXkFqcGdeQXVyMjU1NzMwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,614,tt7909444,movie,N/A,N/A,N/A,N/A,True,
0,Desolation Center,2018,N/A,N/A,N/A,Documentary,Stuart Swezey,N/A,"Anthony Ausgang, Joe Baiza, Bob Bert, D. Boon","The untold story of a series of Reagan-era guerrilla punk and industrial desert happenings in Southern California that are now recognized as the inspiration for Burning Man, Lollapalooza, ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMmMzNWNhYjQtNDA3Ni00ODFjLWJlMDQtMWJjZTM4NmQ3OWU0XkEyXkFqcGdeQXVyMDAxNzI0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.4,12,tt7130802,movie,N/A,N/A,Matson Films,N/A,True,
0,Buddy,2003,Not Rated,29 Aug 2003,100 min,"Comedy, Drama, Romance",Morten Tyldum,Lars Gudmestad,"Nicolai Cleve Broch, Aksel Hennie, Anders Baasmo Christiansen, Pia Tjelta","Kristoffer is a billboard hanger, 24 years old and carefree. When his girlfriend Elisabeth dumps him for the boss of her trend bureau, his life falls into pieces. He feels like a loser. By ...",Norwegian,Norway,6 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjAzMjIzMzkxOV5BMl5BanBnXkFtZTcwMDkzMjA0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"4,171",tt0371589,movie,28 Mar 2006,N/A,Happy Endings,N/A,True,
0,Gift,1993,N/A,20 Aug 1993,80 min,"Documentary, Music","Perry Farrell, Casey Niccoli",N/A,"Eric Avery, Sherri Durell, Perry Farrell, Ice-T",What would you do if you came home and found your wife dead? Do you call the cops? Her parents? That's where the true nightmare begins. A story of love. A man and a woman's final night ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDAzOTRiYWEtYTU1NS00ZjYyLTkyNDktNWJjZTY2MDkxMTg4XkEyXkFqcGdeQXVyOTQxNTcxMTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,243,tt0107011,movie,01 Jan 1993,N/A,N/A,N/A,True,
0,Los Reyes,2018,N/A,14 Aug 2019,78 min,Documentary,"Iván Osnovikoff, Bettina Perut",N/A,N/A,"Chola and Football are a couple of street dogs that live in the Los Reyes skatepark. A microcosm is organized around them, composed of things, animals and young adolescents in conflict with...",Spanish,"Chile, Germany",N/A,https://m.media-amazon.com/images/M/MV5BMGU2NThjZGEtYzNjMC00NTZiLTg5MzAtMTNmMWFkMTIxNmY0XkEyXkFqcGdeQXVyNDU4Mzg5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.0,100,tt8819180,movie,N/A,N/A,Grasshopper Film,N/A,True,
0,The Ground Beneath My Feet,2019,N/A,26 Jul 2019,108 min,Drama,Marie Kreutzer,Marie Kreutzer (screenplay),"Valerie Pachner, Pia Hierzegger, Mavie Hörbiger, Michelle Barthel","Lola controls her personal life with the same ruthless efficiency she uses to optimize profits in her job as a business consultant. But when a tragic event forces the past back into her life, Lola's grip on reality seems to slips away.","German, English",Austria,N/A,https://m.media-amazon.com/images/M/MV5BNmQ4YWIwMmItNjQ1My00ZjM3LThmYzctZTJlZmE3ZGI1ZDc2XkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,228,tt7902124,movie,N/A,N/A,N/A,N/A,True,
0,The Cat Rescuers,2018,N/A,07 Oct 2018,87 min,N/A,"Rob Fruchtman(co-director), Steve Lawrence(co-director)",N/A,"Claire Corey, Tara Green, Stuart Siet, Latonya 'Sassee' Walker","Feral and abandoned cats prowl the streets of New York City in the tens of thousands. Because the City can't handle this problem, hundreds of dedicated, volunteer rescuers have come to ...",English,USA,N/A,N/A,"[{'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,N/A,N/A,tt6067388,movie,N/A,N/A,Balcony Releasing,N/A,True,
0,The Load,2018,N/A,02 Dec 2018,98 min,Drama,Ognjen Glavonic,Ognjen Glavonic,"Leon Lucev, Pavle Cemerikic, Tamara Krcunovic, Ivan Lucev","Vlada works as a truck driver during the NATO bombing of Serbia in 1999. Tasked with transporting a mysterious load from Kosovo to Belgrade, he drives through unfamiliar territory, trying ...",Serbian,"Serbia, France, Croatia, Iran, Qatar",N/A,https://m.media-amazon.com/images/M/MV5BYTFkNDFhY2MtMjY2NS00YjliLWExMjctMTAzYzhlYjRiYzJjXkEyXkFqcGdeQXVyNTQwOTY1MTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,297,tt7163824,movie,N/A,N/A,N/A,N/A,True,
0,"Leaving Home, Coming Home: A Portrait of Robert Frank",2005,N/A,20 Jan 2005,85 min,Documentary,Gerald Fox,N/A,Robert Frank,A documentary on the photographer Robert Frank.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNzVjNTNjODUtZWUyNi00YTBkLWJlMDctMTNiOTFmMGExNTIxXkEyXkFqcGdeQXVyNzc2NTgyMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,5.6,22,tt0479943,movie,10 Sep 2019,N/A,Greenwich Entertainment,N/A,True,
0,Wrestle,2018,N/A,22 Feb 2019,96 min,"Documentary, Sport","Suzannah Herbert, Lauren Belfer(co-director)","Lauren Belfer, Suzannah Herbert, Steven Klein (Story Consultant), Pablo Proenza","Teague Berres, Jaquan Rhodes, Jamario Rowe, Chris Scribner","Hoop Dreams goes to the mat in WRESTLE, an intimate coming-of-age documentary about four members of a high-school wrestling team at Huntsville's J.O. Johnson High School, a longstanding ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzkxOTdlMjItN2Y5NC00NTQwLWI1NmMtNmUyNWIzYTMzODYzXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.7,101,tt8373280,movie,N/A,N/A,Oscilloscope Laboratories,N/A,True,
0,Rosie,1998,N/A,18 Nov 1998,97 min,Drama,Patrice Toye,Patrice Toye,"Aranka Coppens, Sara de Roo, Dirk Roofthooft, Joost Wynant","In a juvenile lockup, a new ward answers questions: she's Rosie, 13, no parents, a sister Irene, a brother Michel. In flashbacks we find out what happened. She lives with Irene, who's 27, ...",Dutch,"France, Belgium",11 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTI5MzYwNjU1NV5BMl5BanBnXkFtZTYwNTM2OTg5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.8,527,tt0163185,movie,13 Mar 2001,N/A,Canal Plus,N/A,True,
